url,adaptive_support,description,duration,remote_support,test_type
https://www.shl.com/products/product-catalog/view/filing-numbers/,Yes,"This test measures ability to sort items in numerical order. Test takers are shown a graphical display of four folder tabs -- three contain numbers and one is blank, and all are sorted in numeric order. The test taker is required to select the number from a list that belongs on the blank tab.",3,Yes,K
https://www.shl.com/products/product-catalog/view/financial-accounting-new/,Yes,"Multi-choice test that measures the ability to post journal entries, classify items into assets and liabilities, analyze financial statements and calculate financial ratios.",9,Yes,K
https://www.shl.com/products/product-catalog/view/financial-and-banking-services-new/,Yes,"Multi-choice test that measures the knowledge of investment products, banking products, taxation and principles of Macroeconomics.",9,Yes,K
https://www.shl.com/products/product-catalog/view/fire-engineering-new/,Yes,"Multi-choice test that measures the knowledge of fire engineering principles, basic workplace safety and safety management.",10,Yes,K
https://www.shl.com/products/product-catalog/view/following-instructions-v1-uk-r1/,Yes,This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Candidates are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given.,8,Yes,K
https://www.shl.com/products/product-catalog/view/following-instructions-v1-us-r2/,Yes,This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Test takers are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given.,8,Yes,K
https://www.shl.com/products/product-catalog/view/food-and-beverage-services-new/,Yes,"Multi-choice test that measures the knowledge of meal planning, service preparation, types of service equipment, and types of beverages.",7,Yes,K
https://www.shl.com/products/product-catalog/view/food-science-new/,Yes,"Multi-choice test that measures the knowledge of food chemistry, nutrition, food microbiology, food engineering and food product technology.",6,Yes,K
https://www.shl.com/products/product-catalog/view/front-office-management-new/,Yes,Multi-choice test that measures the knowledge of front office operations.,7,Yes,K
https://www.shl.com/products/product-catalog/view/fundamentals-of-chemistry-new/,Yes,"Multi-choice test that measures the knowledge of physical chemistry, inorganic chemistry and organic chemistry.",8,Yes,K
https://www.shl.com/products/product-catalog/view/fundamentals-of-physics-new/,Yes,"Multi-choice test that measures the knowledge of classical mechanics, Newton's laws of motion, electromagnetism, EM waves, thermodynamics and modern physics.",8,Yes,K
https://www.shl.com/products/product-catalog/view/general-diseases-new/,Yes,"Multi-choice test that measures the knowledge of common diseases of ear, nose, throat and teeth, their symptoms, drugs used to treat them and various drugs used to relieve pain.",5,Yes,K
https://www.shl.com/products/product-catalog/view/geoinformatics-engineering-new/,Yes,"Multi-choice test that measures the knowledge of remote sensing, digital image processing, digital photogrammetry, planning and surveying, geology, GIS and drilling Engineering.",10,Yes,K
https://www.shl.com/products/product-catalog/view/geoscience-engineering-new/,Yes,"Multi-choice test that measures the knowledge of exploration geology, soil mechanics, rock mechanics, geophysical investigation, geological surveying.",8,Yes,K
https://www.shl.com/products/product-catalog/view/git-new/,Yes,Multi-choice test that measures the knowledge of how to use GIT for version control.,13,Yes,K
https://www.shl.com/products/product-catalog/view/global-skills-assessment/,Yes,The Global Skills Assessment (GSA) is an assessment used to measure 96 discrete skills/behaviors. These 96 skill scores are directly aligned to the most discrete level of SHL’s Universal Competency Framework (UCF). The GSA measures self-reported behaviors an individual currently engages in. A person’s skills (sets of behavior) are malleable and may change over time. SHL utilizes GSA scores to understand what the participant reports they can do today.,16,Yes,"C, K"
https://www.shl.com/products/product-catalog/view/graduate-scenarios/,Yes,"Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available:

Graduate Scenarios Narrative Report:  A participant focused report that contains;  
 - Graduate Scenarios profile
 - Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management.

Graduate Scenarios Profile:  Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",0,Yes,B
https://www.shl.com/products/product-catalog/view/graduate-scenarios-narrative-report/,Yes,"Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. 

Reports available: 

Graduate Scenarios Narrative Report: A participant focused report that contains; 
- Graduate Scenarios profile 
- Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management. 

Graduate Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",0,Yes,B
https://www.shl.com/products/product-catalog/view/graduate-scenarios-profile-report/,Yes,"Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. 

Reports available: 

Graduate Scenarios Narrative Report: A participant focused report that contains; 
- Graduate Scenarios profile 
- Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management. 

Graduate Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",0,Yes,B
https://www.shl.com/products/product-catalog/view/hibernate-new/,Yes,"Multi-choice test that measures the knowledge of Hibernate architecture, Hibernate mapping and Hibernate query language(HQL).",5,Yes,K
https://www.shl.com/products/product-catalog/view/hipaa-security/,Yes,"The HIPAA (Security) test measures knowledge of compliance with the standards required by the Security and Electronic Signature Standards as they apply to HIPAA. Designed for healthcare professionals and concentrating on nontechnical as well as technical aspects of the HIPAA Standards for Security and Electronic Signatures, this test covers the following topics: Computer Mechanisms, Computer Models, General Knowledge, Implementation, Medical Records, Organization, Security Basics, and Setup.",15,Yes,K
https://www.shl.com/products/product-catalog/view/hipo-assessment-report-1-0/,Yes,"Part of SHL’s High Potential solution and developed from SHL’s extensive research into high-potential programs, the HIPO Assessment Report 1.0 helps organizations identify individuals with the strongest potential to succeed in senior and challenging roles. Using assessments such as the Motivation Questionnaire, OPQ, and Verify Cognitive Ability Tests, the report evaluates critical areas of aspiration, ability, and engagement. This version is used in regions where normed data for Verify Gen 1 and UCF 1 continue to provide the most relevant benchmarks, offering organizations proven insights for high-potential identification and talent development.",0,Yes,"C, P"
https://www.shl.com/products/product-catalog/view/hipo-assessment-report-2-0/,Yes,"Part of SHL’s High Potential solution and developed from SHL’s extensive research into high-potential programs, the HIPO Assessment Report 2.0 helps organizations identify individuals with the strongest potential to succeed in senior and challenging roles. Using assessments such as the Motivation Questionnaire, OPQ, and Verify Cognitive Ability Tests, the report evaluates critical areas of aspiration, ability, and engagement. This report equips organizations with data-driven insights for identifying and developing future leaders, helping to ensure long-term organizational success.",0,Yes,"C, P"
https://www.shl.com/products/product-catalog/view/hipo-unlocking-potential-report-2-0/,Yes,"This report draws insights from the Occupational Personality QuestionnaireTM (OPQ32). Used for individuals who are selected into a client’s HiPo program, it provides a detailed analysis of managerial and leadership potential.",0,Yes,C
https://www.shl.com/products/product-catalog/view/housekeeping-new/,Yes,"Multi-choice test that measures the knowledge of housekeeping activities such as cleaning, laundry, room maintenance and routine checks.",7,Yes,K
https://www.shl.com/products/product-catalog/view/htmlcss-new/,Yes,Multi-choice test that measures the knowledge of HTML to create a user interface and CSS to stylize it.,12,Yes,K
https://www.shl.com/products/product-catalog/view/html5-new/,Yes,Multi-choice test that measures the knowledge of HTML5 and its application in creating a user interface.,11,Yes,K
https://www.shl.com/products/product-catalog/view/human-resources-new/,Yes,"Multi-choice test that measures the candidate on his/her knowledge and understanding of the basic concepts of Human Resources Management like planning, training and development, performance appraisal, compensation management, etc. It also evaluates the candidate’s understanding of organizational behavior in different organizational structures.",8,Yes,K
https://www.shl.com/products/product-catalog/view/ibm-datastage-new/,Yes,"Multi-choice test that measures the knowledge on the concepts of Data Warehouse fundamentals, DataStage fundamentals, DataStage stages and, DataStage Designer & Director.",15,Yes,K
https://www.shl.com/products/product-catalog/view/ibm-sterling-order-management-system-new/,Yes,"Multi-choice test that measures the knowledge of the basic concepts of Sterling Order Management System installation, modeling, extensibility, inventory reservations, etc.",13,Yes,K
https://www.shl.com/products/product-catalog/view/industrial-engineering-new/,Yes,"Multi-choice test that measures the conceptual knowledge of design, quality control, reliability, management and costing of manufacturing systems.",9,Yes,K
https://www.shl.com/products/product-catalog/view/informatica-architecture-new/,Yes,"Multi-choice test that measures the knowledge of data warehousing, server architecture and administration, and real time implementation with Informatica.",10,Yes,K
https://www.shl.com/products/product-catalog/view/informatica-developer-new/,Yes,"Multi-choice test that measures the knowledge of data warehousing, server architecture and administration, and real time implementation with Informatica.",11,Yes,K
https://www.shl.com/products/product-catalog/view/instrumentation-engineering-new/,Yes,"Multi-choice test that measures the conceptual knowledge of instrumentation, electronics, signals and communication systems.",12,Yes,K
https://www.shl.com/products/product-catalog/view/interpersonal-communications/,Yes,"This adaptive test measures the candidate's knowledge of how to employ effective verbal and non-verbal communication to send his or her message and manage conflicts. It is designed for all professionals and covers the following topics: Communication and Perception, Group Communication and Teamwork, Intercultural Communication, Interpersonal Communication, Interviewing and Communication, Intrapersonal Communication, Listening, Nonverbal Communication, Technology in Communication, Verbal Communication, and Language.",15,Yes,K
https://www.shl.com/products/product-catalog/view/interviewing-and-hiring-concepts-u-s/,Yes,"The Interviewing and Hiring Concepts (U.S.) test measures knowledge of the interviewing  and hiring process. Designed for all employees and hiring managers, this test covers the following topics: Behavior Traits, Behavioral Interviewing, Candidate Fit, Interview Quality Control, Job Analysis, Legal Compliance, Probing Skills, Screening, Situational Interviews, and Types of Interviews.",15,Yes,K
https://www.shl.com/products/product-catalog/view/ios-development-new/,Yes,"Multi-choice test that measures the knowledge of Objective C, NSObject, iOS fundamentals and UI design on iOS phones.",7,Yes,K
https://www.shl.com/products/product-catalog/view/itil-it-infrastructure-library-new/,Yes,"Multi-choice test that measures the knowledge of capacity management, change management and problem management.",8,Yes,K
https://www.shl.com/products/product-catalog/view/java-2-platform-enterprise-edition-1-4-fundamental/,Yes,"The Java 2 Platform Enterprise Edition (J2EE) 1.4 Fundamentals test measures knowledge of basic J2EE 1.4 Fundamentals. Designed for entry-level users, this test covers the following topics: Business Component Development, J2EE 1.4 Architecture, JAX 1.2, JDBC 3.0, Supporting API, Web Component Development, and Web Service Development.",30,Yes,K
https://www.shl.com/products/product-catalog/view/java-8-new/,Yes,"Multi-choice test that measures the knowledge of Java class design, exceptions, generics, collections, concurrency, JDBC and Java I/O fundamentals.",18,Yes,K
https://www.shl.com/products/product-catalog/view/java-design-patterns-new/,Yes,Multi-choice test that measures the knowledge of the types of design patterns in Java and principles like threads and refactoring used in Java design patterns.,5,Yes,K
https://www.shl.com/products/product-catalog/view/java-frameworks-new/,Yes,"Multi-choice test that measures the knowledge of different Java frameworks - Struts, Hibernate and Spring.",17,Yes,K
https://www.shl.com/products/product-catalog/view/java-platform-enterprise-edition-7-java-ee-7/,Yes,"The Java Platform Enterprise Edition 7 (Java EE 7) test measures knowledge of the Java EE 7 architecture. Designed for Java programmers and architects, this test includes the following topics: Commonly-Used APIs, Component Technology, Database Access, JEE Application Architecture, JSP Extensions, Resource Management, Web Services, Webapp Control and View Technologies, and Webapp Technology.",30,Yes,K
https://www.shl.com/products/product-catalog/view/java-web-services-new/,Yes,"Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, file handling, exception handling, threads, generics and inner class.",8,Yes,K
https://www.shl.com/products/product-catalog/view/javascript-new/,Yes,Multi-choice test that measures knowledge of programming in the JavaScript language and its application in front-end development.,9,Yes,K
https://www.shl.com/products/product-catalog/view/jenkins-new/,Yes,"Multi-choice test that measures the knowledge of Jenkins configuration and deployment, plugins, nodes, build jobs and testing.",6,Yes,K
https://www.shl.com/products/product-catalog/view/job-control-language-new/,Yes,"Multi-choice test that measures the knowledge of JCL libraries, parameters, statements, datasets, generation of data groups and conditional processing.",10,Yes,K
https://www.shl.com/products/product-catalog/view/jquery-new/,Yes,"Multi-choice test that measures the knowledge of jQuery events and effects, jQuery animation, UI, references, and using jQuery with AJAX.",10,Yes,K
https://www.shl.com/products/product-catalog/view/kubernetes-new/,Yes,"Multi-choice test that measures the knowledge of the architecture, cluster and services of Kubernetes.",6,Yes,K
https://www.shl.com/products/product-catalog/view/linux-administration-new/,Yes,Multi-choice test that measures knowledge of the Linux operating system and its application in system administration and network administration.,10,Yes,K
https://www.shl.com/products/product-catalog/view/linux-operating-system/,Yes,"Multi-choice test that measures the knowledge of Linux system, command line, filesystem, memory management, and process management.",15,Yes,K
https://www.shl.com/products/product-catalog/view/linux-programming-general/,Yes,"The Linux Programming (General) test measures knowledge of programming in a Linux environment. Designed for experienced programmers, this test covers the following topics: AutoConf/AutoMake, Makefiles, C Programming, C++, Debugging Programs, Linux Programming Concepts, Platform Independence, Revision Control, RPC/CORBA, and X Programming.",25,Yes,K
https://www.shl.com/products/product-catalog/view/load-runner-new/,Yes,"Multi-choice test that measures the knowledge on the concepts of Load Runner architecture & installation, virtual user generator (VUGEN), controller, monitoring scenario and result analysis.",6,Yes,K
https://www.shl.com/products/product-catalog/view/management-scenarios/,Yes,"Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available:

Management Scenarios Narrative Report:  A participant focused report that contains;  
 - Management Scenarios profile
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Candidate Report:  A report to share with the candidate that contains: 
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Profile:  Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",0,Yes,B
https://www.shl.com/products/product-catalog/view/managerial-scenarios-candidate-report/,Yes,"Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available:

Management Scenarios Narrative Report:  A participant focused report that contains;  
 - Management Scenarios profile
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Candidate Report:  A report to share with the candidate that contains: 
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Profile:  Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",0,Yes,B
https://www.shl.com/products/product-catalog/view/managerial-scenarios-narrative-report/,Yes,"Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available:

Management Scenarios Narrative Report:  A participant focused report that contains;  
 - Management Scenarios profile
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Candidate Report:  A report to share with the candidate that contains: 
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Profile:  Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",0,Yes,B
https://www.shl.com/products/product-catalog/view/managerial-scenarios-profile-report/,Yes,"Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available:

Management Scenarios Narrative Report:  A participant focused report that contains;  
 - Management Scenarios profile
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Candidate Report:  A report to share with the candidate that contains: 
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Profile:  Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",0,Yes,B
https://www.shl.com/products/product-catalog/view/manual-testing-new/,Yes,"Multi-choice test that measures the knowledge of the software testing life cycle, testing tools and techniques, design of test cases and generation of test reports.",10,Yes,K
https://www.shl.com/products/product-catalog/view/mechanical-and-vigilance-focus-8-0/,Yes,"The Manufacturing & Industrial Mechanical & Vigilance Focus 8.0 Job-Focused Assessment 
measures the behaviors that underlie successful and safe performance in an 
industrial/manufacturing setting. This solution assesses process monitoring, mechanical 
comprehension and other foundational behaviors including behaving safely in the workplace; 
applying domain-related expertise; offering practical solutions; and attending to multiple tasks.
Potential job titles that use this solution include: Machine and Equipment Operators, 
Assemblers and Fitters, Maintenance/Repair Workers, Surveillance, and Quality Assurance 
Workers.",49,Yes,"A, P"
https://www.shl.com/products/product-catalog/view/safety-and-dependability-focus-8-0/,Yes,"The Manufacturing & Industrial Safety & Dependability Focus 8.0 Job-Focused Assessment 
measures the behaviors that underlie safe performance in a work setting. This solution 
assesses foundational behaviors including behaving safely in the workplace; complying with 
rules and regulations; applying domain-related expertise; and attending to multiple tasks.
Potential job titles that use this solution include: Machine and Equipment Operators, 
Laborers/Warehouse Workers, Assemblers & Fitters, Maintenance/Repair Workers, 
Dispatchers, Surveillance, Quality Assurance Workers, Material Handlers, and Truck/Ship 
Loaders",16,Yes,P
https://www.shl.com/products/product-catalog/view/essential-focus-8-0/,Yes,"The Manufacturing & Industrial Essential 8.0 Job-Focused Assessment measures the behaviors 
that underlie successful and safe performance in an industrial/manufacturing setting. This 
solution assesses foundational behaviors including behaving safely in the workplace; applying 
domain-related expertise; offering practical solutions; and attending to multiple tasks.
Potential job titles that use this solution include: Machining and Equipment Operators, 
Laborer/Warehouse, Assemblers and Fitters, Maintenance/Repair Workers, Dispatchers, 
Surveillance, Quality Assurance Workers, Material Handlers, and Truck/Ship Loaders.",16,Yes,P
https://www.shl.com/products/product-catalog/view/mechanical-focus-8-0/,Yes,"The Manufacturing & Industrial Mechanical Focus 8.0 Job-Focused Assessment measures the 
behaviors that underlie successful and safe performance in an industrial/manufacturing 
setting. This solution assesses mechanical comprehension and other foundational behaviors 
including behaving safely in the workplace; applying domain-related expertise; offering 
practical solutions; and attending to multiple tasks.
Potential job titles that use this solution include: Machine and Equipment Operators, 
Assemblers and Fitters, and Maintenance/Repair Workers.",31,Yes,"A, P"
https://www.shl.com/products/product-catalog/view/vigilance-focus-8-0/,Yes,"The Manufacturing and Industrial Vigilance Focus 8.0 Job-Focused Assessment measures the 
behaviors that underlie successful and safe performance in an industrial/manufacturing 
setting. This solution assesses process monitoring and other foundational behaviors including 
behaving safely in the workplace; applying domain-related expertise; offering practical 
solutions; and attending to multiple tasks.
Potential job titles that use this solution include: Machine and Equipment Operators, 
Assemblers & Fitters, Maintenance/ Repair Workers, Dispatchers, Surveillance, Quality 
Assurance Workers",34,Yes,"A, P"
https://www.shl.com/products/product-catalog/view/marketing-new/,Yes,"Multi-choice test that measures the conceptual knowledge of marketing principles, market research, consumer behavior, brand management, sales management, channel management and advertisement management.",9,Yes,K
https://www.shl.com/products/product-catalog/view/maven-new/,Yes,"Multi-choice test that measures the knowledge of Maven installation, dependencies, Project Object Model (POM), builds and plugins.",7,Yes,K
https://www.shl.com/products/product-catalog/view/mechanical-engineering-new/,Yes,"Multi-choice test that measures the conceptual knowledge of fluid and machine mechanics, thermodynamics, IC engines and manufacturing science.",7,Yes,K
https://www.shl.com/products/product-catalog/view/mechatronics-engineering-new/,Yes,"Multi-choice test that measures the knowledge related to basic mechatronics systems, components, sensors, feedback devices, control elements, actuators, computational elements and application of mechatronic systems.",19,Yes,K
https://www.shl.com/products/product-catalog/view/medical-terminology-new/,Yes,"Multi-choice test that measures the knowledge of different medical terms and abbreviations related to the human body, diseases and diagnosis.",3,Yes,K
https://www.shl.com/products/product-catalog/view/metallurgical-engineering-new/,Yes,"Multi-choice test that measures the knowledge of process metallurgy, industrial metallurgy and physical metallurgy.",10,Yes,K
https://www.shl.com/products/product-catalog/view/mfs-360-enterprise-leadership-report/,Yes,"The layout of this report follows the standard MFS 360 report but this is based on the Enterprise Leadership competency model, not the UCF model. The report text has been updated as well to reflect that.",0,Yes,D
https://www.shl.com/products/product-catalog/view/mfs-360-ucf-group-report/,Yes,"This report follows the standard layout of the 360 report but incorporates the average scores for a group of participants. The report can be generated for all participants on a project, or a dedicated group can be created in MFS for a group that includes participants across multiple projects. The report does not include the open questions even when they were part of the questionnaire. Developments tips are not available in this report.",0,Yes,D
https://www.shl.com/products/product-catalog/view/mfs-360-ucf-performance-potential-dev-tips-report/,Yes,"This report is more or less identical to the standard MFS report but with an additional section that looks at the performance versus the potential and plots the competencies on a four field grid to identify developed strengths, natural strengths, development need, or untapped potential.  The report text has been updated to reflect the inclusion of the OPQ, and the potential is also shown in the competency summary part of the report. The OPQ scores that feed into this report will need to be uploaded into MFS using an upload sheet based on a score extract from SODA or TC. This particular example report also includes development tips which are an optional extra.",0,Yes,D
https://www.shl.com/products/product-catalog/view/mfs-360-ucf-standard-report/,Yes,"This is the default MFS report. It is based on the UCF20 competency model. The report will only show those scales that were selected as part of the questionnaire setup. The importance rating, open questions and multiple choice questions are optional parts of the questionnaire. Only if those parts were added to the questionnaire will they show in the report. Open and multiple Choice questions are of the clients’ own design. The example report here does not include developments tips, but those can be added if requested (see performance and potential report for examples of that).",0,Yes,D
https://www.shl.com/products/product-catalog/view/micro-focus-unified-functional-testing-new/,Yes,Multi-choice test that measures the knowledge of automation testing using the QTP tool.,12,Yes,K
https://www.shl.com/products/product-catalog/view/microservices-new/,Yes,"Multi-choice test that measures the knowledge of Microservices architecture, SOA, and Microservices patterns.",7,Yes,K
https://www.shl.com/products/product-catalog/view/microsoft-dynamics-development-new/,Yes,"Multi-choice test that measures the knowledge of Microsoft Dynamics installation, sales process, service management, administration, configuration, entity model, workflows, dialogs, solutions, CRM web services and plugins.",9,Yes,K
https://www.shl.com/products/product-catalog/view/microsoft-excel-365-essentials-new/,Yes,"The Microsoft Excel 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of MS Excel, and includes the following topics: Applying Formulas and Functions, Creating and Analyzing Data, Formatting Cells, Data, and Content, Managing Workbooks and Worksheets, Presenting Data Visually, Printing and Views, and Sharing, Maintaining, and Securing Workbooks.",30,Yes,"K, S"
https://www.shl.com/products/product-catalog/view/microsoft-excel-365-new/,Yes,"The Microsoft Excel 365 simulation evaluates ability to perform certain operations in a simulated environment of MS Excel, and includes the following topics: Applying Formulas and Functions, Creating and Analyzing Data, Formatting Cells, Data, and Content, Managing Workbooks and Worksheets, Presenting Data Visually, Printing and Views, and Sharing, Maintaining, and Securing Workbooks.",35,Yes,"K, S"
https://www.shl.com/products/product-catalog/view/microsoft-outlook-2013-adaptive/,Yes,"The Microsoft Outlook 2013 (adaptive) test measures knowledge of Microsoft Outlook 2013. Designed for professionals, this test includes the following topics: Application Management, Contacts and Address Books, Mail Management, Messages and Message Organization, Notes, Printing, Schedules and Calendars, Security, and Tasks.",25,Yes,K
https://www.shl.com/products/product-catalog/view/microsoft-powerpoint-365-essentials-new/,Yes,"The Microsoft PowerPoint 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of Microsoft PowerPoint, and includes the following topics: Applying Transitions and Animations, Creating, Managing, and Saving Presentations, Formatting Presentation Content, Reviewing, Collaborating, and Delivering Presentations, and Working with Multimedia Elements, Images, and Illustrations.",25,Yes,"K, S"
https://www.shl.com/products/product-catalog/view/microsoft-sql-server-2014-programming/,Yes,"The Microsoft SQL Server 2014 Programming test measures knowledge of Microsoft Structure Query Language (SQL) Server 2014 Programming. Designed for experienced database programmers, this test covers the following topics: Beyond Relational, Control Flow, Data Types and NULL, Database Design, Developer Tools, Modifying Data, Running Queries, and Writing Queries.",35,Yes,K
https://www.shl.com/products/product-catalog/view/microsoft-windows-server-2012-administration/,Yes,"The Microsoft Windows Server 2012 Administration test measures knowledge of Windows Server Administration. Designed for experienced Network Administrators, this test includes the following topics: Active Directory, Administrative Tasks, Computer Properties, Configuration and Management, Design and Installation, Local Security Policy, Networking, Security, and Server Management.",35,Yes,K
https://www.shl.com/products/product-catalog/view/microsoft-word-365-essentials-new/,Yes,"The Microsoft Word 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of Microsoft Word, and includes the following topics: Applying Illustrations and Graphics, Applying Page Layout, Creating Content, Creating, Printing, and Saving Documents, Formatting Content, Proofreading Documents and Reviewing, Maintaining, and Securing Documents.",25,Yes,"K, S"
https://www.shl.com/products/product-catalog/view/microsoft-word-365-new/,Yes,"The Microsoft Word 365 simulation evaluates ability to perform certain operations in a simulated environment of Microsoft Word, and includes the following topics: Applying Illustrations and Graphics, Applying Page Layout, Creating Content, Creating, Printing, and Saving Documents, Formatting Content, Proofreading Documents and Reviewing, Maintaining, and Securing Documents.",35,Yes,"S, K"
https://www.shl.com/products/product-catalog/view/mineral-engineering-new/,Yes,"Multi-choice test that measures the knowledge of comminution and classification, physical separation process, particle technology, metallurgical thermodynamics, mineralogy, petrology and stratigraphy.",12,Yes,K
https://www.shl.com/products/product-catalog/view/mining-engineering-new/,Yes,"Multi-choice test that measures the knowledge of mining methods, mineral processing, mining machinery, mineralogy, petrology and stratigraphy.",16,Yes,K
https://www.shl.com/products/product-catalog/view/mobility-new/,Yes,Multi-choice test that measures the knowledge on topics related to mobility and mobile computing.,9,Yes,K
https://www.shl.com/products/product-catalog/view/molecular-biology-new/,Yes,"Multi-choice test that measures the knowledge of molecular genetics, transgenics, rDNA technology, chromosomal genetics, transformation and related processes.",6,Yes,K
